udm5911,-79.84339259,36.08612367,uhs6_1247--udt10788,uhs6_1247
udm5912,-79.84338017,36.0862137,uhs6_1247--udt10788,uhs6_1247
udm5913,-79.8434074,36.08587139,uhs6_1247--udt10788,uhs6_1247
udm5914,-79.84340859,36.08579026,uhs6_1247--udt10788,uhs6_1247
udm5915,-79.84328035,36.08620373,uhs6_1247--udt10788,uhs6_1247
udm5916,-79.84330996,36.08569916,uhs6_1247--udt10788,uhs6_1247
udm5918,-79.84383825,36.08602881,uhs6_1247--udt10788,uhs6_1247
udm5919,-79.84426131,36.08596076,uhs6_1247--udt10788,uhs6_1247
udm5920,-79.84402651,36.08606668,uhs6_1247--udt10788,uhs6_1247
udm5923,-79.84420367,36.08610445,uhs6_1247--udt10788,uhs6_1247
udm5924,-79.84434725,36.08615993,uhs6_1247--udt10788,uhs6_1247
udm5925,-79.84426977,36.08614115,uhs6_1247--udt10788,uhs6_1247
udm5926,-79.84383388,36.08556899,uhs6_1247--udt10788,uhs6_1247
udm5927,-79.84428721,36.08570859,uhs6_1247--udt10788,uhs6_1247
udm5928,-79.84339498,36.0867187,uhs6_1247--udt10788,uhs6_1247
udm5929,-79.84348343,36.0867466,uhs6_1247--udt10788,uhs6_1247
udm5930,-79.84369351,36.08681174,uhs6_1247--udt10788,uhs6_1247
udm5931,-79.84378195,36.08683963,uhs6_1247--udt10788,uhs6_1247
udm5932,-79.84395898,36.08688642,uhs6_1247--udt10788,uhs6_1247
udm5933,-79.84404756,36.0869053,uhs6_1247--udt10788,uhs6_1247
udm5934,-79.84325352,36.086519,uhs6_1247--udt10788,uhs6_1247
udm5935,-79.84423569,36.08695219,uhs6_1247--udt10788,uhs6_1247
udm5936,-79.84433524,36.0869802,uhs6_1247--udt10788,uhs6_1247
udm5938,-79.84443492,36.08699919,uhs6_1247--udt10788,uhs6_1247
udm5939,-79.8453999,36.08708963,uhs6_1247--udt10788,uhs6_1247
udm5940,-79.84483353,36.08708417,uhs6_1247--udt10788,uhs6_1247
udm5941,-79.84553817,36.08674838,uhs6_1247--udt10788,uhs6_1247
udm5942,-79.84551504,36.08681127,uhs6_1247--udt10788,uhs6_1247
udm5943,-79.844911,36.08710295,uhs6_1247--udt10788,uhs6_1247
udm5944,-79.84507692,36.08714963,uhs6_1247--udt10788,uhs6_1247
udm5947,-79.84456856,36.08621615,uhs6_1247--udt10788,uhs6_1247
udm5950,-79.84457449,36.08581053,uhs6_1247--udt10788,uhs6_1247
udm5951,-79.84467405,36.08583853,uhs6_1247--udt10788,uhs6_1247
udm5953,-79.8450942,36.08596879,uhs6_1247--udt10788,uhs6_1247
udm5955,-79.8455704,36.08606354,uhs6_1247--udt10788,uhs6_1247
udm5956,-79.8456771,36.08636207,uhs6_1247--udt10788,uhs6_1247
udm5958,-79.84561934,36.08651477,uhs6_1247--udt10788,uhs6_1247
udm5959,-79.84558483,36.08659557,uhs6_1247--udt10788,uhs6_1247
udm7359,-79.85598329,36.08853387,uhs6_1247--udt10788,uhs6_1247
udm7360,-79.85584457,36.08833475,uhs6_1247--udt10788,uhs6_1247
udm7362,-79.85556915,36.08817886,uhs6_1247--udt10788,uhs6_1247
udm7363,-79.85617277,36.08868047,uhs6_1247--udt10788,uhs6_1247
udm8762,-79.84707082,36.09512027,uhs6_1247--udt10788,uhs6_1247
udm8787,-79.84839236,36.095142,uhs6_1247--udt10788,uhs6_1247
udm8789,-79.84883649,36.09515528,uhs6_1247--udt10788,uhs6_1247
udm9636,-79.8559892,36.09061699,uhs6_1247--udt10788,uhs6_1247
udm9637,-79.85638666,36.0906912,uhs6_1247--udt10788,uhs6_1247
udm9660,-79.85511262,36.09055453,uhs6_1247--udt10788,uhs6_1247
udm9661,-79.85468486,36.09018082,uhs6_1247--udt10788,uhs6_1247
udm9680,-79.85228419,36.09257393,uhs6_1247--udt10788,uhs6_1247
udm9681,-79.85181997,36.09241623,uhs6_1247--udt10788,uhs6_1247
udm9694,-79.84930229,36.09349139,uhs6_1247--udt10788,uhs6_1247
udm9695,-79.84936026,36.09275324,uhs6_1247--udt10788,uhs6_1247
udm9696,-79.84937597,36.09243786,uhs6_1247--udt10788,uhs6_1247
udm9697,-79.84940659,36.09186118,uhs6_1247--udt10788,uhs6_1247
udm9700,-79.85075395,36.0938287,uhs6_1247--udt10788,uhs6_1247
udm9701,-79.85077529,36.09312572,uhs6_1247--udt10788,uhs6_1247
udm9702,-79.85168722,36.09237889,uhs6_1247--udt10788,uhs6_1247
udm9703,-79.85195609,36.09298549,uhs6_1247--udt10788,uhs6_1247
udm9704,-79.85154349,36.09233244,uhs6_1247--udt10788,uhs6_1247
udm9706,-79.85199072,36.09289567,uhs6_1247--udt10788,uhs6_1247
udm9710,-79.84931492,36.09120047,uhs6_1247--udt10788,uhs6_1247
udm9711,-79.8508132,36.09290241,uhs6_1247--udt10788,uhs6_1247
udm9712,-79.85079697,36.09325385,uhs6_1247--udt10788,uhs6_1247
udm9717,-79.84937807,36.09229363,uhs6_1247--udt10788,uhs6_1247
udm9718,-79.84939338,36.09200529,uhs6_1247--udt10788,uhs6_1247
udm9719,-79.850803,36.09264935,uhs6_1247--udt10788,uhs6_1247
udm9720,-79.8512891,36.09225788,uhs6_1247--udt10788,uhs6_1247
udm9722,-79.85100359,36.09050618,uhs6_1247--udt10788,uhs6_1247
udm9724,-79.85052323,36.09145719,uhs6_1247--udt10788,uhs6_1247
udm9725,-79.85097245,36.09111892,uhs6_1247--udt10788,uhs6_1247
udm9726,-79.85094967,36.09192106,uhs6_1247--udt10788,uhs6_1247
udm9728,-79.84970676,36.08955616,uhs6_1247--udt10788,uhs6_1247
udm9729,-79.84971984,36.08942105,uhs6_1247--udt10788,uhs6_1247
udm9730,-79.84967825,36.08989675,uhs6_1247--udt10788,uhs6_1247
udm9735,-79.84934347,36.09344022,uhs6_1247--udt10788,uhs6_1247
udm9736,-79.84928765,36.09383266,uhs6_1247--udt10788,uhs6_1247
udm9738,-79.854343,36.08618379,uhs6_1247--udt10788,uhs6_1247
udm9739,-79.85404617,36.0859736,uhs6_1247--udt10788,uhs6_1247
udm9740,-79.85624044,36.0870764,uhs6_1247--udt10788,uhs6_1247
udm9743,-79.85663592,36.08737768,uhs6_1247--udt10788,uhs6_1247
udm9745,-79.85310827,36.08478363,uhs6_1247--udt10788,uhs6_1247
